Location code,0-4,05-Sep,Oct-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4.1,5-9.1,10-14.1, 15-19.1,20-24.1,25-29.1,30-34.1,35-39.1,40-44.1,45-49.1,50-54.1,55-59.1,60-64.1,65-69.1,70-74.1,75+.1,Total.1,0-4.2,5-9.2,10-14.2, 15-19.2,20-24.2,25-29.2,30-34.2,35-39.2,40-44.2,45-49.2,50-54.2,55-59.2,60-64.2,65-69.2,70-74.2,75+.2,Total.2
554,8.153198608,8.828193664,14.41498009,35.85142096,52.52329133,47.10230189,33.3752512,32.93881652,32.80247113,31.5457524,30.85925104,27.46771494,25.13226856,25.03045751,23.31863337,24.1485985,28.65319863,8.084451685,8.738900962,14.30532791,36.00554121,52.73057341,43.79201121,31.31081039,31.47138097,31.22264349,31.19035931,30.76804172,27.15870971,25.6436504,25.59993107,23.73055588,25.02138436,28.19063499,8.225758031,8.922197963,14.53092025,35.69138317,52.30521123,50.60902823,35.4205143,34.29223893,34.25148051,31.86651776,30.94241576,27.75623844,24.65673686,24.49937321,22.93420219,23.45466132,29.10031117
558,0.258013645,0.433350904,0.507266849,0.433152411,0.698465906,0.839684151,1.333736447,0.722956281,0.597585441,0.630993266,0.662648183,0.666183987,0.61305373,0.657868319,0.770881538,0.646309545,0.63652587,0.264372852,0.436877155,0.49546232,0.409110729,0.657612723,0.81650675,1.325162353,0.760923822,0.665863212,0.759820441,0.826099245,0.830455752,0.770457257,0.855798032,0.993514558,0.865028148,0.66413485,0.251375878,0.429634515,0.519837437,0.458909403,0.741790093,0.863472365,1.342235633,0.686970636,0.536353606,0.521217112,0.527767782,0.531583214,0.484299043,0.503655371,0.599881296,0.496406347,0.609696387
562,0.538989872,0.693052251,0.904439525,1.198678676,1.556835095,2.306538812,2.927384928,3.258259181,3.01065004,3.003899118,2.966420237,2.396704428,2.087464319,1.823093964,1.729465237,2.373329362,1.437853653,0.472837554,0.60991045,0.748081437,0.921420986,1.494967701,2.016830794,2.722495832,3.741333075,3.539776258,2.704956887,2.825341178,1.9293547,2.645105214,2.136661149,1.859631373,2.320231459,1.331280225,0.607771033,0.779037807,1.065956195,1.485469542,1.621071488,2.60755818,3.127174574,2.852356766,2.533177152,3.282730058,3.093338206,2.888946218,1.512486031,1.477227963,1.609570309,2.414988207,1.545610836
566,0.394468926,0.314545408,0.314921914,0.408996676,0.635462433,0.965619807,1.112613488,1.181953909,1.084447314,1.003744911,1.044406894,0.931906182,0.968926794,0.937006491,0.793575908,0.874290884,0.634797042,0.373558492,0.286930748,0.290690539,0.384495946,0.588422536,0.931531562,1.187304694,1.390985027,1.376770197,1.327251171,1.40408474,1.242893826,1.295354699,1.253031561,1.008423126,1.081633247,0.683143945,0.416409818,0.34340935,0.340162116,0.434391267,0.683940167,1.000680027,1.035791706,0.96665851,0.785062393,0.677149069,0.690452902,0.633218675,0.664504328,0.652596805,0.598830986,0.692774963,0.585118808
570,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.34116193,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
578,3.356111722,8.266496041,11.46077839,13.09644039,14.90903532,22.57058165,30.2015471,31.25295325,27.64709946,20.84278116,16.97439757,14.34462673,10.45012099,7.682936143,5.618487143,4.411775508,15.720346,3.395502697,8.20463922,11.30440587,13.56247719,15.04739142,21.58971641,29.85526076,31.42088917,27.92269458,21.31572052,17.63919936,15.16393919,10.8411393,7.874744824,5.723425047,4.074596368,16.02951551,3.314294303,8.331744644,11.62552822,12.6098142,14.76131389,23.61557027,30.56284568,31.07324272,27.35057035,20.33945571,16.26666521,13.48119729,10.04957129,7.49203631,5.517261694,4.661399741,15.40440517
580,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.95020588,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
583,1.34529148,1.273020453,1.200439598,1.342632956,1.785714286,2.214953271,2.710879826,3.648351648,4.49983272,5.063291139,4.480532185,4.022250749,3.648716658,3.517041334,4.062722737,4.724409449,2.462159084,1.318506751,1.234974477,0.93069636,0.998307953,1.231896121,1.447979979,1.976102941,3.76422527,5.35540409,7.148203593,6.475111291,5.57209698,5.028512182,4.632352941,5.919003115,9.030100334,2.590629275,1.373534338,1.313485114,1.479697178,1.708633094,2.375465343,3.055229142,3.528509333,3.531489111,3.589920608,3.058654192,2.613636364,2.453723633,2.347188264,2.43204578,2.496714849,2.542372881,2.329283175
584,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.571510626,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
585,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.12292726,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
586,0.127018517,0.169980603,0.230812351,0.446661659,0.793196739,1.290468026,1.727442926,2.185316784,2.844306093,3.288992004,3.319432958,3.325469029,3.674440102,4.410480542,4.970684588,12.18035498,1.483338052,0.183254928,0.275952464,0.33699552,0.531774187,0.829913103,1.341504131,1.811491877,2.351230393,3.124844882,3.64243514,3.670897289,3.636649459,3.825943573,4.613434366,5.022669977,12.14356124,1.594767303,0.06636907,0.055780124,0.116564426,0.35419485,0.753875305,1.23678698,1.639549849,2.012360591,2.552417136,2.922307212,2.957333987,3.006978388,3.519867926,4.205318834,4.917201846,12.21925738,1.365203858
591,5.33580949,5.764358877,5.734534164,5.656806589,6.276230938,8.546380228,9.188001173,9.112199135,8.642459497,8.782537061,8.909667411,8.662112083,7.135299605,6.93543794,7.169910171,5.946525454,7.257980035,5.71765888,6.207482993,6.165258843,5.982581522,6.292011394,8.694105017,9.510209462,9.578384798,9.253841034,9.465656837,9.674290864,9.518688095,7.890841218,7.911688223,8.203821656,7.083218377,7.734550068,4.936324982,5.30163659,5.285308204,5.319288406,6.260073982,8.396474692,8.862740625,8.640863486,8.029633336,8.101974149,8.155491031,7.831708141,6.419882499,6.038896173,6.248451821,5.025988382,6.780305983
598,0.313768985,0.261895541,0.230241386,0.211755001,0.268520057,0.325213452,0.359616723,0.377380459,0.435965381,0.530630468,0.58354099,0.623069625,0.608238872,0.590716211,0.633651458,0.617226098,0.347243839,0.277834532,0.290747297,0.247055981,0.188517638,0.260617671,0.353137702,0.435091212,0.488385345,0.602439727,0.779242311,0.881666029,0.941358359,0.908092624,0.856563331,0.822858778,0.720415602,0.413631834,0.35226484,0.231055437,0.212297008,0.236498041,0.27687821,0.295872366,0.280651446,0.261466734,0.262867735,0.274377074,0.28281781,0.312744332,0.32859878,0.354445798,0.467933988,0.52700261,0.277988698
600,0.966207003,1.016667667,1.108245214,1.525133768,2.057132909,2.624775556,2.896643745,3.173960915,3.729597429,4.423705348,4.099169575,3.715021219,3.462264493,3.173511712,3.409928633,3.010232411,2.377375209,0.991531827,1.039735194,1.121610446,1.523863778,2.037853269,2.611627744,2.903891946,3.214832066,3.821466749,4.627473985,4.383034031,4.017369077,3.73503735,3.383293409,3.519028703,3.265321602,2.436595702,0.939685506,0.99256029,1.09428423,1.526461773,2.077291041,2.63848054,2.889092475,3.131218262,3.63296239,4.211370829,3.809206045,3.407408568,3.184888254,2.963207755,3.305264452,2.803047416,2.316193343
604,4.327939674,4.824597504,3.941610983,3.399152529,3.664209827,6.06198233,5.358324989,4.155910888,3.23183373,2.915094773,2.685631065,2.442255589,1.509372555,1.295416584,1.268578938,1.15118399,3.713832098,4.302598581,4.950238726,4.181179412,3.699560392,3.974689303,6.340255144,5.606685662,4.409300009,3.514939084,3.156141899,2.949078045,2.633190043,1.480916129,1.282649626,1.271729393,1.16885549,3.922214137,4.354498383,4.698303425,3.70989773,3.116690298,3.395925147,5.792612471,5.100078688,3.885948585,2.933491867,2.661966171,2.419833962,2.252807172,1.53723146,1.307544957,1.265649261,1.136730271,3.508145486
608,0.207783434,0.148412627,0.125206282,0.126160124,0.157575947,0.190964347,0.217770959,0.239871091,0.257876914,0.27621585,0.268790464,0.261275322,0.250177856,0.259485816,0.271994771,0.696763408,0.205806504,0.19151904,0.136245328,0.11379911,0.112118756,0.14193659,0.178820624,0.211650345,0.242142443,0.271643121,0.311957949,0.325765486,0.332295692,0.329148839,0.352325427,0.3766826,1.115231222,0.212806652,0.22494492,0.161224666,0.137148005,0.14118038,0.17410407,0.203460106,0.224021112,0.237578116,0.243930017,0.240372076,0.212679796,0.193462833,0.178473528,0.181215837,0.193945659,0.463041117,0.198745203
616,3.919436112,3.014436643,1.820194742,0.883304835,1.458710477,2.152195735,2.011502388,1.503393283,1.320236312,1.13182842,0.875364139,0.569542959,0.50780476,0.554782642,2.952011824,9.513587046,2.159385234,4.064843139,3.041414636,1.863080723,0.850193154,1.420750533,2.433306662,2.329070977,1.736402754,1.529233108,1.290240668,0.980001981,0.601030135,0.47381926,0.56572279,3.000120574,10.04639217,2.12919343,3.766149554,2.986083224,1.77516943,0.9175323,1.497634609,1.856716925,1.66712031,1.253042395,1.104522698,0.972603838,0.772329143,0.539842428,0.537914569,0.545941324,2.917163375,9.24220503,2.187765042
620,2.166718249,4.079477958,4.180212613,6.309421574,12.5949829,15.8315601,15.17530397,14.84796244,16.21932691,17.19986181,12.80796461,9.235945977,8.463106619,6.581308697,4.38686076,3.293075422,9.826339033,2.270744897,3.463822203,4.297202881,6.646080035,12.86034985,15.70398828,15.02012962,14.43878049,16.38691169,16.35757295,13.41823181,9.271666306,7.998950622,7.110031166,4.922401692,3.225371798,9.948851936,2.056225809,4.732429423,4.058161985,5.957352322,12.32955893,15.95533068,15.32316175,15.23392603,16.06294559,17.98159114,12.25248097,9.204210009,8.866157526,6.136242367,3.955572256,3.335675621,9.716336728
624,1.057975622,0.496685159,0.314278889,0.499876961,1.133205519,1.274528635,1.344804003,1.301026808,1.339671564,1.392713022,1.442241835,1.440845036,0.623963828,0.546969641,0.723941316,0.925261799,0.911840358,1.062737914,0.592512986,0.357787625,0.502696809,0.998516171,1.176306373,1.31802848,1.346112037,1.39637374,1.442779961,1.493222106,1.491576349,0.784478532,0.693683826,0.973644452,1.301342009,0.921060149,1.053125972,0.39952638,0.270431201,0.497056269,1.265351693,1.368254084,1.369748717,1.259829484,1.288408653,1.347492167,1.397183514,1.398726001,0.502698698,0.448265275,0.569830087,0.720301418,0.903011331
626,0.283574044,0.269841476,0.303779353,0.484358046,0.725045267,0.767005724,0.980413977,1.224572412,1.685610122,1.187266886,0.957186163,0.682195927,0.632785582,0.811623246,0.552085657,0.549095607,0.637039779,0.305425998,0.284711139,0.326567202,0.540589359,0.814193705,0.887066333,1.104984561,1.495220431,2.229272057,1.631896489,1.324476322,0.994318182,0.755667506,1.033776868,0.648661399,0.712232913,0.761885321,0.260896431,0.254409095,0.280256461,0.426614378,0.633277563,0.643901409,0.853548967,0.946603364,1.141434947,0.728118901,0.575685743,0.361899975,0.510001325,0.598626104,0.4654607,0.425612409,0.509506286
630,4.062118138,3.028846462,2.755761377,4.04409172,13.68385105,15.74378743,16.53415586,16.41608452,14.49729945,13.21533865,10.79899123,8.318925915,7.300984128,3.840105884,2.731772321,3.171051814,8.638441856,3.891809979,3.027811005,2.664879604,3.7049054,11.81376395,14.04361271,14.84098039,15.33473744,13.83670597,13.13570529,11.12197151,8.647880184,7.896090829,4.390187987,2.981627607,3.56769943,8.474103627,4.244194609,3.029943123,2.852023733,4.434359579,15.97611107,17.54361104,18.23263787,17.42689024,15.10310236,13.2846151,10.53023224,8.051708549,6.82283772,3.435633237,2.544339926,2.911393936,8.786425761
634,69.9331173,67.97760279,72.62003954,85.42677058,79.07329338,54.68153556,71.9952661,94.14804517,92.88778736,91.50153287,79.16891597,85.07767079,94.50592226,87.42413905,64.09359453,79.80382294,77.26989372,94.71716093,94.15187873,94.66198392,94.90686645,89.66202153,62.18708212,80.35270827,94.78525748,95.02643192,94.72918674,88.83205525,94.95586381,95.0313711,94.46320979,74.6604836,93.03797468,85.11178287,43.88467375,40.28489336,49.30578901,73.88147156,37.43586548,12.91853594,36.36856426,92.2167103,85.63631042,78.76025742,40.43580418,44.39943916,92.35632726,61.45815794,38.95455739,66.74162919,53.5540734
638,6.830765434,15.39235859,19.73703562,19.24846193,15.31593622,20.5236083,26.15343894,25.72064287,19.81593278,15.7067188,12.55106569,8.994638516,6.676327919,5.194010863,4.915382128,4.285208619,14.71772842,6.940475467,15.53245392,19.72767483,18.99684263,14.89283415,20.42862467,27.55007704,27.84303374,21.33992229,16.72430053,13.61148894,10.1103768,7.699667221,6.264178181,6.007175025,6.035755289,15.42853582,6.717796212,15.2475009,19.74672934,19.50980956,15.75778923,20.61594203,24.95170272,23.97304934,18.51146271,14.77352809,11.55761024,7.959688032,5.716959794,4.227581712,3.944331297,3.095388503,14.05108581
642,15.17231691,9.259809766,4.521073577,3.567561046,4.85484866,5.742730078,4.494626675,4.178798128,2.460589026,1.867634173,1.386955918,1.531816569,0.844832398,0.867263569,1.393054995,1.859143338,3.666294099,15.30770553,9.38315437,4.582136457,3.629745963,5.354726723,6.44336814,5.122860046,4.847661689,2.936506295,2.275006522,1.696283693,1.858044969,1.046512603,0.974776606,1.506799924,2.080015196,4.136729103,15.02923452,9.129333828,4.456551525,3.501765161,4.318885068,4.975455561,3.807836064,3.467155184,1.969927839,1.447795071,1.07872071,1.224852104,0.671581026,0.782847277,1.312140296,1.735577134,3.221078597
643,1.146015328,1.602677214,2.335036484,4.063769323,8.147131781,10.57012779,9.45130718,9.786549357,10.37806582,10.73974161,12.06489512,9.655841348,9.021689615,8.806660761,8.435080934,8.797318311,7.974066578,1.165442533,1.634342835,2.400848713,4.211436225,8.489943339,11.02260765,9.927752598,10.3383243,11.11468846,11.41649759,12.87247833,10.26047793,9.74708907,9.709133562,9.480540827,12.97603496,8.444801523,1.125493888,1.569246463,2.265957802,3.909270188,7.790233349,10.1014025,8.97046669,9.244186143,9.688350137,10.11890593,11.36763778,9.166335048,8.497606415,8.23851722,7.855488267,7.313104037,7.567386794
646,2.27727368,2.943521103,2.590467893,3.470752842,5.855211518,6.714570182,5.595363885,5.152186634,5.234497613,5.313670107,4.56747522,3.249756703,2.191431007,1.899234605,1.857231601,2.276430248,3.967717013,2.348673226,2.994709624,2.640912583,3.487503471,5.484672347,6.599576608,5.720538248,5.705480294,5.887542401,6.188821648,5.213383543,3.578026097,2.427231644,2.071728486,2.034120735,2.406085836,4.081818869,2.204752531,2.891941234,2.540202069,3.454182717,6.219182946,6.824685544,5.472449397,4.665353266,4.631430701,4.533235933,3.933702275,2.918571114,1.976974581,1.759761863,1.737451737,2.199797888,3.857381373
652,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
654,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.198155164,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
659,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.52286058,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
660,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.09492068,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
662,5.375946795,5.752776261,5.111190818,3.663809452,2.9552615,3.168889413,4.303106633,4.570823031,5.478814217,6.040693532,5.405842842,4.873842803,4.526553404,4.49657869,4.631147541,3.117080588,4.540677126,5.378304467,5.716340104,4.976974849,3.563877982,2.82863998,2.910676408,3.942293958,4.250657318,5.151371057,6.014288088,5.330667999,4.884463648,4.808414726,4.761904762,5.049633146,3.000517331,4.428125899,5.373525557,5.790153052,5.24881947,3.76467002,3.081373412,3.427895981,4.64956796,4.870707347,5.792914703,6.064730792,5.476864967,4.863915716,4.272151899,4.238921002,4.252828716,3.229011426,4.649865353
663,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
666,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.22174288,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
670,5.268621853,5.411964567,4.356672651,3.339578971,2.960172228,4.481246956,4.143576826,4.014927294,3.775089725,4.20916535,4.290769684,4.024676851,4.707884288,4.605093903,4.961411246,5.241567912,4.27050754,5.865778689,6.053975201,4.712289841,3.451949712,3.078220536,4.6875,4.196672461,4.128319748,3.754627181,4.069767442,4.131994261,3.86583286,4.388828437,4.247697032,4.68401487,4.81181515,4.345583265,4.655444503,4.772286822,3.993223621,3.219178082,2.837035408,4.269496545,4.088934321,3.90625,3.79577653,4.359510302,4.458598726,4.194528875,5.055292259,4.966373513,5.23255814,5.635648755,4.193389245
674,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.33272438,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
678,0.264533602,0.290308902,0.319521748,0.471943367,0.776355946,1.056997592,1.171625364,1.25119541,1.321027868,1.848453068,2.037766608,2.749584794,2.493074792,2.8,4.128440367,13.6731777,0.975994817,0.267679283,0.238832946,0.319793155,0.459187713,0.761904762,1.07100357,1.253168122,1.387356141,1.450852376,1.938396176,2.013793103,2.951593861,2.737047898,3.147699758,4.207920792,15.36523929,0.972874402,0.261312938,0.342894824,0.319244916,0.484966052,0.791156389,1.042654028,1.088669245,1.112006446,1.19176598,1.760745728,2.061027837,2.571230021,2.274715661,2.514890801,4.05982906,12.64367816,0.979120618
682,20.77219603,26.35305195,24.34594902,23.59222312,23.90718738,42.89279061,44.92633227,61.55840658,57.00176349,49.03239798,45.1024609,39.03086141,35.43703606,20.73662421,20.0613566,11.88283773,38.64793877,21.085091,26.67795654,24.74584943,24.08854167,26.11834927,49.02932578,52.79779901,70.90759579,64.49580839,58.41593677,57.60617911,49.3324073,44.6011207,26.14026017,24.99155691,17.49500777,45.87446578,20.45011498,26.01860049,23.9336952,23.07808064,21.44993399,35.37353894,33.70034586,46.05869713,43.6104271,31.00809022,18.62300604,17.32352348,18.43108264,13.61860551,14.81940435,6.559007388,28.7396223
686,0.553732764,0.769513991,1.12176792,1.78764188,2.608749462,2.924510077,2.832375823,2.470340708,2.444721187,2.341734168,2.160658299,1.84658511,1.123253552,0.595730748,0.313824053,0.302764257,1.641962192,0.557217516,0.772691905,1.128769352,1.772777933,2.560702623,3.007084492,3.151605732,2.970561815,3.166288446,3.187055275,3.00278785,2.624436658,1.61760372,0.841100493,0.436536808,0.403251413,1.781848378,0.550146672,0.766249787,1.114597779,1.802766857,2.656786054,2.844843946,2.539693497,2.035356366,1.852492607,1.672901964,1.50139838,1.249663293,0.75438275,0.414396318,0.226666823,0.233904132,1.508641228
688,1.311993357,0.947424576,1.091272083,1.471333754,2.710098286,5.108521412,6.859916203,8.426513625,9.601771051,10.59141075,11.92046249,14.12575632,16.15120087,14.83139567,15.03659448,24.36800752,9.419436283,1.33311184,0.955346308,1.086256903,1.449795179,2.625383097,4.829987682,6.34045204,7.734363875,8.711776418,9.535045015,10.73167599,12.857883,14.96876595,13.99961742,14.1366645,25.24642717,8.470153291,1.289375624,0.938947109,1.096639495,1.494336762,2.800449884,5.404821645,7.410147463,9.135071733,10.49248192,11.62830089,13.06833839,15.3127757,17.20903853,15.53189314,15.74858757,23.80178871,10.33079923
690,3.652566838,3.853878986,4.961011024,5.196017424,8.046518938,16.75155631,23.87051372,25.71467281,24.73103819,20.734167,17.33391993,12.92627476,9.481512084,8.930899609,9.544072948,6.52173913,13.27028676,4.539907249,4.761904762,6.274612759,6.833435021,11.04313246,23.02932472,30.78512397,32.48345183,31.97295944,27.7649474,23.66676276,18.20580475,13.1831456,13.21260899,13.97435897,17.54084265,18.11296814,2.713178295,2.893309222,3.582254064,3.492063492,4.880413704,9.788122948,15.589236,17.35311932,16.32771644,12.99435028,10.7761194,7.805502239,5.85106383,4.882688649,5.549132948,0.291686923,8.171019394
694,0.170888387,0.210075766,0.340717048,0.525102386,1.011908156,1.161946483,1.214855577,1.021036063,1.057571445,1.007755817,0.96787976,0.910583342,0.838739608,0.971229613,1.119419365,1.663953158,0.673763333,0.231879966,0.286817615,0.488767798,0.755967082,1.443255905,1.47573962,1.323357527,0.908371323,0.83905255,0.634893198,0.531777583,0.518039701,0.708560436,1.102847478,1.480470749,2.355747726,0.76378233,0.109563529,0.133083559,0.192185402,0.29268136,0.577733189,0.842644436,1.102741436,1.138336786,1.28395412,1.383272182,1.389593856,1.269269437,0.949345537,0.868065014,0.848195982,1.201365868,0.58407116
702,10.39445959,18.54514831,26.69631169,37.93882392,29.74138256,36.55851268,41.35967627,56.47727617,68.91421617,64.37443298,55.98581509,40.33213078,28.90442733,29.72049008,50.10986816,62.23197316,43.13675284,9.182113154,17.04442589,24.55026541,31.77055935,20.51066934,25.61364628,32.02502647,47.41058138,59.84125885,58.26637664,49.41343961,34.73775746,24.90231471,24.47424694,43.82203192,59.90581173,36.32996839,11.70403913,20.13990063,28.94105843,44.51935743,41.1010173,49.77670538,51.89543636,66.09778515,78.68767556,71.21717265,63.49066395,46.94340618,33.56927373,35.69534393,55.77405398,63.85376977,50.61289358
703,3.494999841,3.676917639,3.022892875,1.517583429,1.429627973,2.383039334,3.147183637,3.147727455,3.096276168,3.549872148,4.439107508,4.034848552,4.021689264,4.707339827,6.395125432,6.110330288,3.611243446,3.445948273,3.629210686,3.040946994,1.528173614,1.417211877,2.420977165,3.383514255,3.626488201,3.685260235,4.108994007,5.112734755,4.585917611,4.449255017,4.810862719,6.259577621,6.247984029,3.782275504,3.546416762,3.726820378,3.003965176,1.506451764,1.442687747,2.343241362,2.900671415,2.642504831,2.474231434,2.973326623,3.776142968,3.516840037,3.644749979,4.62376667,6.491712707,6.040712311,3.448923376
704,0.0384417,0.040402837,0.041151429,0.056438608,0.080305528,0.085479631,0.101587917,0.1112328,0.11515781,0.111207352,0.098920362,0.080795771,0.071877928,0.079190287,0.107932526,0.045974354,0.078865952,0.032510237,0.035307992,0.037466163,0.056466163,0.087995399,0.099206599,0.121058896,0.136298757,0.14528275,0.146533445,0.128647506,0.096873641,0.088512552,0.085034521,0.125300465,0.060903242,0.091507403,0.045068863,0.046100037,0.045241901,0.056409043,0.07219836,0.071237129,0.081551317,0.085727635,0.084884731,0.075940354,0.069720049,0.065793574,0.057443258,0.074509187,0.096236056,0.038203675,0.06626135
705,1.886997393,4.697012828,6.046542782,8.20616088,13.32696541,14.44430197,16.26513674,15.99148118,15.39530097,15.93706831,17.18502168,19.72112883,19.25435976,14.25854695,12.07490667,10.14439039,13.37051909,1.916091711,4.970274758,6.240947748,8.820484651,16.12883817,17.20289725,19.77818056,19.65409407,18.68934947,18.69299142,19.60098778,22.33685634,21.77232223,16.09207131,13.54878533,13.35256286,15.72742289,1.856252158,4.407593692,5.839848377,7.553270315,10.31966419,11.54835439,12.46988982,11.97491636,11.72449702,12.87933163,14.68563438,17.07281052,16.73400951,12.48074178,10.79277413,8.23597987,11.0327469
706,0.236157375,0.23324943,0.237715179,0.237701478,0.294275798,0.416695053,0.573808806,0.724818345,0.793575815,0.822294675,0.789605492,0.755479368,0.614360437,0.540229598,0.347013234,0.374747539,0.368647786,0.237363384,0.239874573,0.233167817,0.230649291,0.286213714,0.428913817,0.63359371,0.868693414,1.019604683,1.100166628,1.0679313,0.990963818,0.752421786,0.656401945,0.394102162,0.432025643,0.407428641,0.234932921,0.226536453,0.242315063,0.244808449,0.302362501,0.404592129,0.515085125,0.585831384,0.579251141,0.564819375,0.533824596,0.53180695,0.478505011,0.426898562,0.302070929,0.327334602,0.330086137
710,1.19014145,1.197922572,1.31554743,2.193270348,5.819063864,8.749016272,8.319628739,8.316400748,6.982577611,5.56820027,4.770791328,4.615977291,4.170522896,5.178042908,6.510376814,7.315346009,4.823062185,1.098358235,1.131533028,1.302159827,2.288321375,6.41705638,10.16424488,10.05674843,10.27661818,8.711191839,6.945002389,5.856263451,5.260215187,4.400395323,5.476480282,7.008198774,7.724537749,5.569870385,1.284280269,1.265835983,1.329197139,2.096990738,5.213850535,7.311989283,6.552545927,6.33475675,5.276049045,4.255293437,3.770928392,4.052426269,3.983803052,4.955592084,6.176583099,7.10394995,4.098010154
716,0.626475603,0.616995791,0.743808106,1.224239503,2.174217555,3.506092319,4.398848497,4.924925682,5.709079125,7.434820631,8.765600123,8.630280333,8.872825879,8.608283371,11.13136458,5.380120112,2.799859005,0.590105608,0.583859239,0.707386213,1.2115743,2.344445073,4.340228132,6.040120286,6.819030067,7.807245929,10.19730799,11.77929047,11.53783768,11.55180214,10.82918115,14.69198791,8.365109115,3.335598794,0.66325244,0.650382583,0.780394862,1.236820244,2.012081844,2.807873749,3.147893611,3.404867992,3.915374787,5.078159781,6.19987354,6.351242798,6.982699306,7.204122692,9.047039628,4.020913853,2.310924181
724,3.561385983,5.588241977,7.324634481,14.56001301,22.09871941,25.43500629,26.22135708,24.51891109,20.67987111,18.73610043,16.92244074,12.9652308,10.47429142,9.340523199,7.512374385,4.772104396,14.63422897,3.57591694,5.62009221,7.185571212,14.72105212,21.57570006,23.51536723,23.46078825,22.60103618,19.87957663,18.12266153,16.36855708,12.44410486,9.99126384,8.874495832,7.429185443,5.338369368,14.24286213,3.54593236,5.554370571,7.473296049,14.38954331,22.64740318,27.4319525,29.00972811,26.42486732,21.50130751,19.37740151,17.48400983,13.47271549,10.9296093,9.767331279,7.584395445,4.394654473,15.01245876
728,4.111475279,4.986901039,5.625199666,6.581604202,7.917978845,9.764350507,11.31402065,12.83113467,13.06903884,12.77564699,12.41353153,13.10557756,12.23923288,9.263025913,7.269892186,7.350726287,7.881663028,3.529341029,4.23505268,5.483960126,6.835765238,8.243025651,10.18675722,11.81091136,13.37546077,13.59028356,13.29034703,12.96687765,13.95147586,13.40665096,10.75931339,7.624773356,7.74386123,7.913687169,4.709042311,5.757600491,5.769783329,6.322440959,7.589217237,9.340477255,10.81805318,12.28918189,12.55174201,12.27065006,11.88219883,12.31618592,11.18675757,7.964348448,6.959137628,7.03459936,7.849568436
729,2.921418541,2.729074665,3.087645061,3.215134022,1.72174368,2.25006272,2.739293439,3.241635502,4.137525112,4.782375762,5.074984767,5.781663336,3.247220749,3.508679021,4.509700525,7.706199259,3.145199524,2.956884673,2.71800583,3.118347681,3.208641132,1.681750944,2.197479049,2.69095709,3.225737697,4.160264974,4.778318865,4.999734484,5.647880606,3.444839892,3.722397275,4.76894414,7.67906786,3.127620274,2.88490139,2.740449979,3.056124966,3.22178336,1.762567628,2.303504127,2.787237525,3.256783883,4.116338601,4.786212705,5.147025484,5.907603478,3.065245116,3.31612328,4.281470648,7.728248054,3.16275099
